1,0,1,577770,2765,27,38,0,1,0,1,0,0,0,0,0,2000,2000,1
0,0,1,268170,1352,-41,-35,0,1,1,0,0,0,0,0,0,400,400,1
1,0,1,332180,1890,-33,-16,0,1,0,1,0,0,0,0,0,1000,1000,1
1,0,1,199030,1255,-30,-45,0,2,2,0,0,0,0,0,0,700,400,1
1,0,1,192650,1185,-8,-14,0,4,2,1,1,0,0,0,0,27100,20000,1
1,0,1,320110,1844,54,35,0,2,1,0,1,0,0,0,0,20600,20000,1
1,0,1,206610,1421,-7,1,0,2,1,1,0,0,0,0,0,4200,4000,1
0,0,0,65250,450,-74,-70,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,887140,3327,128,144,1,5,3,2,0,0,0,0,0,6200,2000,1
1,1,1,690550,3915,28,29,0,3,1,1,1,0,0,0,0,34400,30000,1
1,0,1,609620,2344,11,-22,0,2,2,0,0,0,0,0,0,900,500,1
1,0,1,581540,2102,7,-23,0,2,1,1,0,0,0,0,0,6500,6000,1
0,1,1,546980,2212,-3,-7,0,1,1,0,0,0,0,0,0,100,100,1
0,0,1,55730,387,-89,-87,0,3,2,1,0,0,0,0,0,9600,8000,1
1,0,1,91510,768,-78,-69,0,3,2,1,0,0,0,0,0,5900,5000,1
0,0,1,189840,1276,-50,-45,0,6,1,5,0,0,0,0,0,17900,7000,1
1,0,1,122850,886,-58,-52,0,3,2,1,0,0,0,0,0,6900,6000,1
1,0,1,91420,774,-61,-49,0,4,1,3,0,0,0,0,0,12700,9000,1
0,0,1,122640,979,10,21,0,6,4,2,0,0,0,0,0,9200,6000,1
1,1,1,122410,902,8,9,0,3,2,1,0,0,0,0,0,3600,3000,1
0,2,1,83180,744,-32,-19,0,3,1,2,0,0,0,0,0,14600,9000,1
1,0,1,19520,211,-2,6,0,2,1,1,0,0,0,0,0,3200,3000,1
1,0,1,38180,322,-6,0,0,3,1,2,0,0,0,0,0,11500,8000,1
1,1,1,68970,624,71,94,0,5,2,2,1,0,0,0,0,34400,20000,1
1,1,1,36100,285,-14,-19,0,6,3,3,0,0,0,0,0,14300,9000,1
0,0,1,34600,389,-13,6,0,4,0,4,0,0,0,0,0,15000,8000,1
1,0,1,45670,382,26,5,0,5,1,4,0,0,0,0,0,10800,5000,1
0,1,1,17660,224,-41,-27,0,5,2,3,0,0,0,0,0,9900,4000,1
1,1,1,54610,527,95,84,0,6,1,5,0,0,0,0,0,14700,4000,1
1,1,1,29410,345,-6,7,0,7,1,3,3,0,0,0,0,114400,70000,1
1,1,1,60390,622,96,96,0,9,4,4,1,0,0,0,0,40600,20000,1
1,1,1,39330,409,6,10,0,6,4,2,0,0,0,0,0,8200,6000,1
1,1,0,10370,134,-44,-6,0,3,1,2,0,0,0,0,0,6300,4000,1
1,1,1,34960,565,-27,2,0,5,1,4,0,0,0,0,0,14200,7000,1
0,1,1,61770,1062,31,90,0,6,2,4,0,0,0,0,0,10800,6000,1
0,0,0,4630,89,-56,-42,0,1,0,0,0,0,0,0,0,50,50,1
1,0,0,3250,68,-67,-54,0,1,0,0,1,0,0,0,0,30000,30000,1
0,1,0,19320,320,106,118,1,2,1,1,0,0,0,0,0,2300,2000,1
1,1,1,39700,805,-17,5,0,3,1,2,0,0,0,0,0,8700,5000,1
1,1,1,61140,306,22,-69,0,8,5,2,1,0,0,0,0,89400,80000,1
1,1,1,108750,384,96,-56,0,4,2,2,0,0,0,0,0,6200,3000,1
0,0,1,106610,546,26,43,0,6,2,4,0,0,0,0,0,20800,7000,1
0,0,1,80210,525,18,32,0,3,1,2,0,0,0,0,0,2700,1000,1
0,1,0,1860,33,-78,-30,0,1,0,1,0,0,0,0,0,4000,4000,1
1,1,1,31620,208,-64,-45,0,2,1,0,1,0,0,0,0,40400,40000,1
0,0,1,20380,162,-58,-59,0,2,1,1,0,0,0,0,0,4700,4000,1
0,0,0,7570,69,69,67,0,1,0,1,0,0,0,0,0,5000,5000,1
0,1,1,32690,380,-31,-5,0,2,2,0,0,0,0,0,0,1100,700,1
0,0,1,31250,430,-16,2,0,3,0,3,0,0,0,0,0,4000,2000,1
0,1,1,14990,185,-49,-51,0,2,1,1,0,0,0,0,0,4500,4000,1
1,1,1,13740,218,-55,-42,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,28520,483,-19,5,1,3,3,0,0,0,0,0,0,1700,700,1
