0,99.0,5,18,1,0
0,115.0,3,7,1,0
0,116.0,5,14,1,0
0,94.0,3,16,1,0
0,113.0,5,0,1,0
0,106.0,4,28,2,0
0,97.0,3,13,1,0
0,83.0,7,2,0,0
0,103.0,5,12,1,0
0,104.0,5,22,1,0
0,97.0,5,0,1,0
0,109.0,5,25,1,0
0,90.0,5,5,1,0
0,114.0,6,2,2,0
0,99.0,5,9,1,0
0,86.0,5,2,1,0
0,91.0,6,2,2,0
0,109.0,8,10,1,0
0,91.0,5,2,1,0
0,106.0,6,2,2,0
0,111.0,5,16,1,0
0,111.0,5,28,1,0
0,106.0,6,28,2,0
0,86.0,6,10,2,0
0,107.0,3,0,1,0
0,103.0,7,2,0,0
0,100.0,3,0,1,0
0,101.0,5,9,1,0
0,97.0,4,7,2,0
0,105.0,6,13,2,0
0,98.0,4,8,2,0
0,111.0,5,0,1,0
0,88.0,3,18,1,0
0,123.0,5,2,1,0
0,98.0,5,5,1,0
0,94.0,6,12,2,0
0,109.0,5,2,1,0
0,70.0,7,0,0,0
0,75.0,4,5,2,0
0,70.0,4,0,2,0
0,70.0,7,0,0,0
0,70.0,7,0,0,0
0,70.0,7,0,0,0
0,85.0,7,0,0,0
0,108.0,6,2,2,0
0,75.0,4,2,2,0
0,103.0,5,9,1,0
1,70.0,5,19,1,0
1,116.0,2,0,1,0
1,103.0,7,12,0,0
1,113.0,6,28,2,0
1,126.0,4,20,2,0
1,89.0,4,12,2,0
1,85.0,10,8,1,1
1,95.0,10,12,1,1
1,109.0,0,18,1,1
1,111.0,10,25,1,1
1,116.0,10,27,1,1
1,90.0,9,12,2,0
1,90.0,4,2,2,0
1,82.0,7,4,0,0
1,104.0,1,25,1,1
1,99.0,10,0,1,1
1,116.0,0,0,1,1
1,124.0,10,23,1,1
1,97.0,0,10,1,1
1,120.0,0,12,1,1
1,103.0,10,12,1,1
1,107.0,10,10,1,1
1,99.0,10,8,2,1
1,103.0,10,2,2,1
0,105.0,10,0,2,1
0,101.0,0,12,1,1
0,90.0,10,11,2,1
0,85.0,10,12,1,1
0,104.0,10,0,1,1
0,87.0,10,0,2,1
0,85.0,10,8,1,1
0,93.0,10,8,1,1
0,99.0,0,8,1,1
0,103.0,10,9,1,1
0,109.0,10,12,1,1
0,109.0,10,19,1,1
0,105.0,10,0,1,1
0,99.0,0,25,1,1
0,110.0,10,8,1,1
0,88.0,10,8,1,1
0,101.0,10,24,1,1
0,78.0,10,0,1,1
0,118.0,0,23,1,1
0,85.0,10,18,1,1
0,106.0,0,20,1,1
0,78.0,10,13,1,1
1,104.0,10,20,1,1
1,107.0,10,27,1,1
1,114.0,10,8,1,1
1,106.0,10,18,1,1
1,114.0,10,20,1,1
1,90.0,10,19,1,1
1,103.0,10,8,1,1
