0,86.0,6,8,2,0
0,84.0,5,8,1,0
0,90.0,6,8,2,0
0,82.0,5,6,1,0
0,83.0,5,8,1,0
0,100.0,3,8,1,0
0,98.0,5,8,1,0
0,85.0,8,6,1,0
0,91.0,7,0,0,0
0,85.0,5,4,1,0
0,102.0,3,8,1,0
0,94.0,7,9,0,0
0,89.0,8,8,1,0
0,112.0,4,8,2,0
0,70.0,8,8,1,0
0,104.0,9,8,2,0
0,91.0,4,8,2,0
0,94.0,6,8,2,0
0,107.0,3,18,1,0
0,90.0,3,8,1,0
0,97.0,6,8,2,0
0,104.0,5,0,1,0
0,96.0,5,2,1,0
0,81.0,4,0,2,0
0,106.0,6,0,2,0
0,92.0,4,2,2,0
0,84.0,6,0,2,0
0,89.0,4,0,2,0
0,102.0,6,0,2,0
0,99.0,6,8,2,0
0,104.0,3,8,1,0
0,70.0,6,4,2,0
0,70.0,6,6,2,0
0,90.0,4,0,2,0
0,81.0,5,8,1,0
0,111.0,8,8,1,0
0,104.0,3,0,1,0
0,105.0,5,2,1,0
0,73.0,5,8,1,0
1,114.0,5,24,1,0
1,109.0,4,0,2,0
0,92.0,3,0,1,0
0,93.0,6,8,2,0
0,96.0,4,12,2,0
1,120.0,2,27,1,0
1,114.0,0,27,1,1
1,127.0,0,10,1,1
1,106.0,10,27,1,1
1,110.0,10,17,1,1
1,92.0,9,9,2,0
1,125.0,0,26,1,1
1,108.0,10,26,1,1
0,112.0,10,0,1,1
0,93.0,10,25,1,1
0,114.0,10,27,1,1
0,104.0,10,0,1,1
0,92.0,10,27,1,1
0,104.0,5,12,1,0
0,109.0,10,26,1,1
0,109.0,0,10,1,1
0,104.0,5,0,1,0
1,123.0,9,7,2,0
1,125.0,0,4,1,1
1,127.0,0,8,1,1
1,129.0,0,12,1,1
1,119.0,1,25,1,1
1,125.0,6,26,2,0
1,121.0,10,8,1,1
1,124.0,10,7,1,1
1,125.0,10,0,1,1
1,129.0,5,0,1,0
1,122.0,10,21,1,1
1,121.0,1,8,1,1
1,129.0,1,28,1,1
1,122.0,10,10,1,1
1,126.0,6,16,2,0
1,122.0,0,6,1,1
1,123.0,10,23,1,1
1,119.0,0,26,1,1
0,120.0,0,10,1,1
0,127.0,4,6,2,0
0,127.0,10,21,1,1
0,120.0,10,20,1,1
0,127.0,10,19,1,1
0,123.0,10,8,1,1
0,120.0,0,8,1,1
0,123.0,10,8,1,1
0,122.0,6,0,2,0
0,119.0,0,8,1,1
1,130.0,9,28,2,0
1,134.0,1,21,1,1
1,136.0,0,20,1,1
1,135.0,0,20,1,1
1,140.0,0,26,1,1
1,131.0,10,3,1,1
1,137.0,0,21,1,1
1,136.0,0,0,1,1
1,132.0,0,8,1,1
0,135.0,0,21,1,1
0,134.0,0,28,1,1
